velikost	forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
1-5	s.r.o.	28732723	GEMINI JBC, spol. s r.o.	Výroba ostatních potravinářských výrobků j. n.; Nespecializovaný velkoobchod; Maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí	aktivní	ano	2010	Jablonec nad Nisou	46601	Dáša Boštičková; Petr Boštička	10890;46900;47;55109;68310	Jablonec nad Nisou	2010-10-18
1-5	s.r.o.	28732596	VAFR STAVBY s.r.o.	Výstavba bytových a nebytových budov; Nespecializovaný velkoobchod; Maloobchod; Pozemní a potrubní doprava; Ubytování v hotelích a podobných ubytovacích zařízeních; Zprostředkování v oblasti nemovitostí; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2010	Jablonec nad Nisou	46606	Alfréd Neumann; Valdemar Macek	4120;46900;47;49;55109;68310;772	Jablonec nad Nisou	2010-10-19
1-5	s.r.o.	28732499	STUDIO SHOCK, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Provozování sportovních zařízení; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Poskytování ubytování; Maloobchod s použitým zbožím; Činnosti v oblasti sportu j. n.; Ostatní pozemní osobní doprava j. n.; Silniční nákladní doprava; Velkoobchod; Nespecializovaný maloobchod	aktivní	ano	2010	Jablonec nad Nisou	46601	Matyáš Jirků	00;93110;772;55;47790;9319;49399;49410;46;471	Jablonec nad Nisou	2010-10-13
1-5	s.r.o.	28731913	REVYS PROFI s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Činnosti v oblasti zábavy a rekreace j. n.	aktivní	ano	2010	Jablonec nad Nisou	46605	Soňa Poršová; Bohumil Fiedler	461;46900;47;702;731;93290	Jablonec nad Nisou	2010-09-15
1-5	s.r.o.	28721942	Singltrek, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Podpůrné činnosti pro zemědělství a posklizňové činnosti; Výroba pletených a háčkovaných oděvů; Tisk a rozmnožování nahraných nosičů; Demolice a příprava staveniště; Kompletační a dokončovací stavební práce; Zprostředkování v oblasti velkoobchodu za provizi; Ubytování v hotelích a podobných ubytovacích zařízeních; Počítačové programování, poradenství a související činnosti; Poskytování počítačové infrastruktury, zpracování dat, hosting a ostatní informační činnosti; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Architektonické a inženýrské činnosti a související technické poradenství; Architektonické činnosti; Reklamní činnosti; Fotografické činnosti; Činnosti cestovních agentur; Ostatní vzdělávání j. n.; Činnosti v oblasti sportu	aktivní	ano	2010	Jablonec nad Nisou	46604	Tomáš Kvasnička	00;016;141;18;431;433;461;55109;620;63;68310;702;711;71110;731;74200;79110;8559;931	Jablonec nad Nisou	2010-05-01
1-5	s.r.o.	28720181	OPTIMASTAV group s.r.o.	Výstavba bytových a nebytových budov; Demolice a příprava staveniště; Kompletační a dokončovací stavební práce; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Zprostředkování v oblasti nemovitostí; Architektonické a inženýrské činnosti a související technické poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2010	Jablonec nad Nisou	46601	Miroslava Zmrzlá; Radovan Zmrzlý	4120;431;433;461;46900;47;68310;711;772	Jablonec nad Nisou	2010-03-19
1-5	s.r.o.	28719921	PROFI FITNESS, s.r.o.	Destilace, rektifikace a míchaní lihovin; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Maloobchod s použitým zbožím; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Poradenství v oblasti podnikání a řízení podniků; Technické zkoušky a analýzy; Reklamní činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání j. n.; Činnosti v oblasti sportu; Poskytování osobních služeb	aktivní	ano	2010	Jablonec nad Nisou	46605	Petros Kalpakcis	11010;461;46900;47;47790;561;702;7120;731;772;8559;931;96040	Jablonec nad Nisou	2010-04-01
1-5	s.r.o.	28719832	ORLAFON s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ambulantní a zubní zdravotní péče	aktivní	ne	2010	Jablonec nad Nisou	46604	Marek Bursa	461;46900;47;702;74;772;862	Jablonec nad Nisou	2010-03-16
1-5	s.r.o.	28717830	Azet Group s.r.o.	Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků, nástrojů a železářských výrobků; Výroba kovových výrobků, kromě strojů a zařízení; Demolice a příprava staveniště; Elektrické instalace; Kompletační a dokončovací stavební práce; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Maloobchod; Ubytování v hotelích a podobných ubytovacích zařízeních; Technické zkoušky a analýzy; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Úklidové činnosti	aktivní	ano	2010	Jablonec nad Nisou	46601	Tomáš Janoušek; Pavel Janoušek	25110;256;25720;431;43210;433;461;46900;47;55109;7120;772;812	Jablonec nad Nisou	2010-02-09
1-5	s.r.o.	28716744	Ing. Vladimír Opatrný s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Účetnické a auditorské činnosti; daňové poradenství; Ostatní odborné, vědecké a technické činnosti; Ostatní vzdělávání	aktivní	ano	2010	Jablonec nad Nisou	46601	Vladimír Opatrný	461;69200;74;855	Jablonec nad Nisou	2010-02-01
